x,y
13.48670284824781,92.26881592913706
14.609387670223771,17.300626261032946
9.059059562446725,17.30358893143378
32.31297592393063,87.38356681766956
75.97007914507124,95.41560632917802
39.39150042519858,95.19639124557452
10.13907995038461,30.361901594425323
69.25814045401732,66.5564070933664
69.03013596711472,62.197129495614014
8.398552182626851,3.804876019244552
74.71441723536095,87.45858128785045
69.30529713327861,35.339298537115816
17.188624824421005,30.11690926549031
51.25120610965023,36.34903974828488
40.71436854191355,55.118828860655846
98.7153811256226,79.59185603523974
7.483364335796827,49.499414565511756
61.371893911817,79.25475443297933
31.72850621124651,72.83117500355759
77.75962634007905,68.8200299704744
44.413175295376064,24.653787095170976
56.49928758841003,72.93973499171207
60.74464239002545,9.374367435749953
78.8783102149356,96.2283310741918
27.107759986986512,38.33450771306376
28.03643889893107,98.28403870957692
23.59351965532116,32.36896477295688
70.27888713488683,77.87599258029992
36.985230124386746,84.95007766722146
43.17643856073514,31.10373109056479
66.03164132329596,35.375463939699394
73.62539988101993,79.61098571583032
4.150883307932263,99.45233327247001
80.69147971746298,71.74125851996571
34.213189509360156,42.30116682917738
62.10013077218186,2.1873737333691246
22.271090859103783,92.26786273521182
3.5349367104912877,45.87309375125837
30.834180360072782,50.91137629217092
72.35157063369633,58.429099973724796
11.815877878250337,59.17754649990181
88.86866555180265,67.75533317198433
97.50394775673406,22.45378106119025
64.90165275590444,22.506392482702964
7.632549959573942,55.26091866518522
96.52252546075061,55.97621573477348
22.867505916871146,8.556719861144579
8.074141963640269,70.35979562640509
20.8489460989698,62.41257463976564
93.51533591324052,32.17610160384535
3.978518380772833,38.082945351141404
92.81251102077294,51.915343740002974
83.23829624758262,18.41038463948762
95.98158636526458,17.34167901895485
47.30048926496202,13.145011277025153
44.28835283377942,42.307477314953225
38.87103954735489,32.59912619818303
98.55003461763235,10.668251314742195
11.80316445823989,88.26639943396646
58.741903299745516,21.192542113827994
39.45438602138482,77.33883565520836
23.688736688180423,24.772509415675227
98.83213698424325,71.41359761941011
13.924004987679462,37.469901885578274
39.660519426259135,1.7794953595086094
32.76162089171495,63.02083574122913
77.34546070205278,27.17954434815626
35.70038648620187,39.65145481142992
40.85569943196427,36.047843109833586
31.351118660566247,78.14571327613318
85.98090025368091,46.23221735460713
43.745920754551,58.82140668800352
72.25647773838344,27.312451117324876
96.13375160345112,37.5086757215346
25.96206868367886,54.885480749169126
44.785816973965154,91.68841090174948
45.337332890373204,2.0008806220442543
12.351390443249088,74.47704247151982
79.48200644841577,57.81189047759575
61.15734667458017,95.32306715405589
70.57861215931719,7.965726237059201
36.00060598364393,21.00484536196021
61.415552244008744,90.86791417897732
49.89076006076202,79.15127146132713
50.86511973666473,55.86408158279404
81.2817085522104,45.42137742913602
34.36514025248471,34.787046445738966
49.86620071694938,48.34289878433231
27.002620625685502,3.6241778751553433
76.73514027918534,40.87121273096083
36.09442400109246,92.70115162098334
74.99569715696197,1.886194233733729
3.9295302944911903,81.5106340297437
1.8371478813458575,59.7278783374361
16.393466242971787,77.46172449905924
91.46246849290694,73.89382835218919
21.622054426076698,55.577675613198366
80.8387710017544,0.914693318630122
93.48326963983196,42.38824568748875
20.985084364157736,67.63582543425643
