1,treemap,51,60
2,bar,21,25
3,voronoi,12,15
4,bubble,18,25
5,treemap,26,20
6,voronoi,51,40
7,bar,79,70
8,bubble,12,20
9,voronoi,90,95
10,treemap,44,33
11,bubble,64,70
12,bar,21,20
13,bubble,78,90
14,bar,81,80
15,voronoi,14,10
16,treemap,5,5
17,bar,38,40
18,treemap,21,15
19,voronoi,88,85
20,bubble,33,50
21,bubble,54,75
22,treemap,65,66
23,bar,35,35
24,voronoi,85,90
25,bubble,24,50
26,treemap,74,60
27,bar,89,90
28,voronoi,23,20
29,voronoi,15,15
30,bar,91,95
31,bubble,86,95
32,treemap,56,80
33,bubble,18,33
34,bar,44,45
35,treemap,38,30
36,voronoi,54,40
37,bar,89,95
38,voronoi,52,45
39,bubble,55,70
40,treemap,22,15
41,treemap,90,75
42,bar,70,66
43,bubble,4,10
44,voronoi,3,5
45,treemap,45,25
46,voronoi,8,10
47,bar,47,50
48,bubble,93,99
49,voronoi,15,20
50,treemap,14,10
51,bubble,81,95
52,bar,42,45
53,voronoi,11,15
54,bubble,63,75
55,treemap,7,5
56,bar,97,95
57,bar,16,20
58,bubble,68,80
59,treemap,50,50
60,voronoi,92,100
61,voronoi,23,25
62,treemap,12,10
63,bubble,61,85
64,bar,56,60
65,treemap,57,55
66,bubble,18,33
67,voronoi,96,95
68,bar,58,66
69,treemap,14,10
70,voronoi,67,85
71,bar,26,30
72,bubble,99,95
73,bar,64,66
74,treemap,33,25
75,bubble,55,60
76,voronoi,71,80
77,bar,58,55
78,bubble,97,95
79,treemap,60,50
80,voronoi,28,25
